OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
87747|102|All Other Accounts|||||609380
91670|102|All Other Accounts|0|0|0|0|614367
84752|101|NONE|0|0|0|0|596988
84753|102|All Other Accounts|0|0|0|22571|596988
86043|101|Union Dues||||57504|599201
86044|102|All Other Accounts|||||599201
86062|101|none|0|0|0|0|599290
86063|102|All Other Accounts|0|0|0|0|599290
88374|102|All Other Accounts||||182302|611022
88857|102|All Other Accounts|0|0|0|63604|611865
93271|102|All Other Accounts|0|0|0|0|620071
93146|102|All Other Accounts|0|0|0|0|618130
88040|102|All Other Accounts||||275059|610254
86637|102|All Other Accounts||||73455|602173
86112|102|All Other Accounts|0|0|0|0|599557
86573|102|All Other Accounts|0|0|0|0|602025
86196|102|All Other Accounts|||||600993
86525|102|All Other Accounts|||||601817
85574|102|All Other Accounts|||||598728
86554|102|All Other Accounts|||||601983
86784|102|All Other Accounts|||||603343
89015|101|N/A|0|0||0|612191
89016|102|All Other Accounts|0|0|0|0|612191
91352|102|All Other Accounts||||103763|614228
85583|101|FROM GENERAL MEMBERSHIP|0|0|0|52663|598755
85584|102|All Other Accounts|0|0|0|0|598755
88007|102|All Other Accounts||||26198|610066
85131|101|NONE ITEMIZED|0|0|0|0|598375
85132|102|All Other Accounts|326|11|8265|5107|598375
88076|102|All Other Accounts|0|0|0|179029|610396
87738|102|All Other Accounts|0|0|0|0|609362
84320|102|All Other Accounts|0|0|0|0|594698
87148|101|DUES RECEIVABLE FROM MEMBERS|0|0|0|37382|606910
87151|102|All Other Accounts|||||606910
87150|101|purposes only.  It was not subjected to audit.)|0|0|0|0|606910
87149|101|(The information on this page is for disclosure|0|0|0|0|606910
86685|102|All Other Accounts|0|0|0|244062|602304
84962|102|All Other Accounts||||100121|597952
92711|102|All Other Accounts|0|0|0|0|614742
87764|101|Dues receivable from locals|0|0|0|285223|609405
87765|102|All Other Accounts|0|0|0|0|609405
87122|102|All Other Accounts|0|0|0|0|606701
88352|102|All Other Accounts|||||610930
86632|102|All Other Accounts||||29734|602133
86256|101|NEW HARTFORD TEACHERS ASSOCIATION|28440|0||42588|601129
86226|101|NORTHVILLE CENTRAL SCHOOL SUPPORT STAFF|2286|4572||7621|601129
86255|101|VALHALLA TEACHERS ASSOCIATION|24031|0||35874|601129
86254|101|PORT CHESTER TEACHERS ASSOCIATION|20708|0||41417|601129
86253|101|ITHACA CITY SCHOOL DISTRICT EMPLOYEES ASSOCIATION|19031|0||28546|601129
86252|101|TRANSPORTATION AIDES OF BUFFALO|16557|113012||134582|601129
86251|101|BABYLON TEACHERS ASSOCIATION|16243|0||24365|601129
86250|101|ROOSEVELT TEACHERS ASSOCIATION|13959|0||27917|601129
86249|101|UNITED CEREBRAL PALSY|12395|0||37231|601129
86248|101|BANK STREET PROFESSIONAL EMPLOYEES|10493|35285||49047|601129
86247|101|ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES UTD SUPT ASSOC|9887|0||20893|601129
86246|101|LIVONIA TEACHERS ASSOCIATION|9733|0||19465|601129
86245|101|RENSSALEAR-COLUMBIA-GREENE BOCES|9022|0||18648|601129
86244|101|HAMBURG FULTON MONTGOMERY BOCES TEACHERS ASSOCIATO|8791|0||17668|601129
86243|101|UNITED TEACHING ASSISTANTS OSWEGO BOCES|8103|2654||13341|601129
86242|101|MARYMOUNT UNITED STAFF EMPLOYEES|8075|0||12113|601129
86241|101|SKANEATELES TEACHERS ASSOCIATION|8021|0||16042|601129
86240|101|FED. OF NURSES & HEALTH CARE PROF, ALBANY VNA|7975|249||10985|601129
86239|101|ALBANY COUNTY NURSING HOME PROF STAFF ASSN|7200|0||9838|601129
86238|101|BROOME COMMUNITY COLLEGE GUILD|7008|6620||15964|601129
86237|101|UNION OF CLERICAL, ADMINISTRATION, TECHNICAL STAFF|6709|0||80495|601129
86236|101|GREENBURGH CSO|6606|0||12719|601129
86235|101|SOUTH BUFFALO CHARTER SCHOOL|6516|5249||13937|601129
86234|101|DELAWARE-CHENANGO BOCES ESPA|6481|0||12649|601129
86233|101|CARTHAGE SCHOOL RELATED PERSONNEL|6473|0||12946|601129
86232|101|EAST RAMAPO ASSOCIATION OF EDUCATIONAL SECRETARY|6310|0||9465|601129
86231|101|LANSING SCHOOL SERVICE ASSOCIATION|6021|0||8875|601129
86230|101|GANANDA TEACHERS ASSOCIATION|5568|0||11135|601129
86229|101|HAWTHORNE-CEDAR KNOLLS FEDERATION OF TEACHERS|5134|0||7902|601129
86228|101|WYANDANCH TEACHER AIDES|3525|22690||27597|601129
86227|101|NORWICH EDUCATIONAL SUPPORT STAFF ASSOCIATION|5110|0||8621|601129
86284|102|All Other Accounts|45431|65629||5434589|601129
86283|101|NYSUT EDUCATION AND LEARNING TRUST|0|3752735||3840547|601129
86282|101|WELLS FARGO HOME MORTGAGE|7100|10524||24724|601129
86281|101|TSX OPERATING CO., LLC|1888|13465||17808|601129
86280|101|TOURO COLLEGE - GRADUATE STUDIES|24297|1549||38777|601129
