OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
51053|101|none|0|0|0|0|463535
51054|102|All Other Accounts|0|0|0|0|463535
5846|101|NATIONAL CITY BANK CREDIT CARD|171|0|0|0|278364
5844|101|ROBERT ZELLER CPA|2200|0|0|0|278364
5845|101|SHEET METAL WORKERS PENSION FUND|644|0|0|0|278364
5851|102|All Other Accounts|0|0|0|0|278364
5850|101|WARREN RURAL ELECT|303|0|0|0|278364
5849|101|SCOTTYS PAVING|3090|0|0|0|278364
5848|101|EXECUTIVE INN|65|0|0|0|278364
5847|101|SEGAL STEWART CUTLER ATTORNEYS|2309|0|0|0|278364
2046|101|ACCOUNTS PAYABLE|17130|0|0|0|267819
2047|102|All Other Accounts|0|0|0|0|267819
26868|101|TRADE|75448|0|0|0|364870
26869|102|All Other Accounts|0|0|0|0|364870
1848|101|VARIOUS VENDORS|74566|0|74566|74566|263415
1849|102|All Other Accounts|0|0|0|0|263415
2170|101|Union Plus Credit Card|5715|0|0|0|268922
2193|102|All Other Accounts|0|0|0|0|268922
2192|101|AT&T|141|0|0|0|268922
2191|101|Bell South|319|0|0|0|268922
2190|101|AT&T|557|0|0|0|268922
2189|101|Bright House|55|0|0|0|268922
2188|101|Aronov Insurance|302|0|0|0|268922
2187|101|Bell South|290|0|0|0|268922
2186|101|Alagasco|161|0|0|0|268922
2185|101|Aronov Insurance|482|0|0|0|268922
2184|101|City of Birmingham|80|0|0|0|268922
2183|101|City of Birmingham|73|0|0|0|268922
2182|101|Dell|29|0|0|0|268922
2181|101|Pitney Bowes|565|0|0|0|268922
2180|101|Verizon|142|0|0|0|268922
2179|101|Dell|127|0|0|0|268922
2178|101|Pitney Bowes|167|0|0|0|268922
2177|101|BFI Waste|91|0|0|0|268922
2176|101|Stewart Organization|85|0|0|0|268922
2175|101|Bell South|157|0|0|0|268922
2174|101|Diversified Services|300|0|0|0|268922
2173|101|AT&T|287|0|0|0|268922
2172|101|Bell South|32|0|0|0|268922
2171|101|Cooke, Cameron, Travis and Company, PC|250|0|0|0|268922
2218|102|All Other Accounts|36035|0|0|0|268927
28789|101|Miami Office Systems|15554|15554|15554|0|371689
28796|101|Nat's Catering|1500|0|0|0|371689
28800|102|All Other Accounts|0|0|0|0|371689
28799|101|Christina Saenz, Esquire|3834|0|0|0|371689
28798|101|South Florida AFL-CIO|1800|0|0|0|371689
28797|101|Bell South|3060|0|0|0|371689
28795|101|Paychecks|1116|0|0|0|371689
28794|101|A T & T|3100|0|0|0|371689
28793|101|American Arbitration|14042|0|0|0|371689
28792|101|IRS|1809|1809|0|0|371689
28791|101|Phillips Richard PA|12552|0|0|0|371689
28790|101|Miami Office Systems|25000|25000|25000|0|371689
51072|101|Qwest|557|0|0|0|463674
51078|102|All Other Accounts|0|0|0|0|463674
51077|101|AFT National|3807|0|0|0|463674
51076|101|Puget Sound Benefits Trust|7345|0|0|0|463674
51075|101|Office Depot|113|0|0|0|463674
51074|101|US Bancorp|1038|0|0|0|463674
51073|101|Crystal|36|0|0|0|463674
11|101|National Postal Mail Handlers Union|10649|0|0|0|227102
13|102|All Other Accounts|0|0|0|0|227102
12|101|US Bank Corp|1041|0|0|0|227102
2236|101|AK DEPT OF LABOR|96|0|0|0|269252
2237|102|All Other Accounts|0|0|0|0|269252
7624|102|All Other Accounts|701|0|0|0|298950
2242|101|Payroll Taxes Payable|4628|0|0|0|269256
2244|102|All Other Accounts|0|0|0|0|269256
2243|101|Vacation Accural|925|0|0|0|269256
51026|101|AFFILIATION DUES PAYABLE|50467|50467|0|0|463351
51027|102|All Other Accounts|0|0|0|0|463351
31|102|All Other Accounts|47177|0|0|0|229016
51084|101|Cook County Treasurer|5686|0|0|0|463702
51085|102|All Other Accounts|0|0|0|0|463702
1|101|PAYROLL TAXES PAYABLE|1491|0|0|0|226359
2|102|All Other Accounts|0|0|0|0|226359
1314|101|DISTRICT 15 IAMAW|20000|20000|0|0|259135
1316|102|All Other Accounts|0|0|0|0|259135
1315|101|IAMAW|36000|36000|0|0|259135
1787|101|None over $5,000 individually or in aggregate,|0|0|0|0|262029
1789|102|All Other Accounts|15593|0|0|0|262029
1788|101|and none over 90 days past due.  All a/p is curren|0|0|0|0|262029
51167|101|Employment taxes|854|0|0|0|464137
51168|102|All Other Accounts|0|0|0|0|464137
51141|101|DUE TO NATIONAL ORGANIZATION|12352|0|0|0|464072
51143|102|All Other Accounts|0|0|0|0|464072
51142|101|ACCOUNTS PAYABLE|5319|0|0|0|464072
51157|101|IBEW IO PER CAPITA|52641|0|0|0|464084
51159|102|All Other Accounts|0|0|0|0|464084
51158|101|OTHER ACCOUNTS PAYABLE|96411|0|0|0|464084
51028|101|Misc. Accounts Payable|1383|0|0|0|463384
51031|102|All Other Accounts|0|0|0|0|463384
51030|101|Per Capita Dues Payable|12942|0|0|0|463384
51029|101|Payroll Taxes Payable|2590|0|0|0|463384
51131|101|GENERAL ACCOUNTS PAYABLE|13111|0|0|0|464057
51132|102|All Other Accounts|0|0|0|0|464057
41|101|Farley Printing|7698|0|0|0|240415
48|102|All Other Accounts|0|0|0|0|240415
47|101|IUOE Central Pension Fund|12800|0|0|0|240415
46|101|IUOE General Pension Fund|2684|0|0|0|240415
45|101|IUOE Qualified Savings Plan|6400|0|0|0|240415
44|101|Mid Central Health and Welfare|13440|0|0|0|240415
43|101|International Union per capita tax|17930|0|0|0|240415
42|101|All other payable|10323|0|0|0|240415
51044|101||4603|0|0|0|463437
51045|102|All Other Accounts|0|0|0|0|463437
3865|101|NONE|0|0|0|0|272891
3866|102|All Other Accounts|0|0|0|0|272891
27|101|VARIOUS|3615|0|0|0|228746
28|102|All Other Accounts|0|0|0|0|228746
26|102|All Other Accounts|2199|0|0|0|228680
51086|101|Payroll taxes payable|82|0|0|0|463720
51087|102|All Other Accounts|0|0|0|0|463720
36|101|WITHHELD PAYROLL TAXES|87|0|0|0|229199
37|102|All Other Accounts|0|0|0|0|229199
38|102|All Other Accounts|49212|0|0|0|230586
50953|101|ACCOUNTS PAYABLE|800|0|0|0|462963
50955|102|All Other Accounts|0|0|0|0|462963
50954|101|PAYROLL TAXES PAYABLE|5336|0|0|0|462963
51099|101|LABORERS POLITICAL LEAGUE|267|0|0|0|463927
51102|102|All Other Accounts|0|0|0|0|463927
51101|101|STATE OF CALIFORNIA EMPLOYMENT DEVELOPMENT DEPT|1749|0|0|0|463927
51100|101|LABORERS TRUST FUND|359|0|0|0|463927
32|101||0|0|0|0|229081
33|102|All Other Accounts|0|0|0|0|229081
51036|101|MBNA America|1131|0|0|0|463433
51040|102|All Other Accounts|0|0|0|0|463433
51039|101|City of Bristol|10|0|0|0|463433
51038|101|Slagle Exterminating|16|0|0|0|463433
51037|101|American Electric Power|174|0|0|0|463433
39|101|Payroll Taxes Withheld|1373|0|0|0|232348
40|102|All Other Accounts|0|0|0|0|232348
2032|101|ALGOR|7641|0|0|0|267505
2038|102|All Other Accounts|16936|0|0|0|267505
2037|101|SEIU|269520|0|0|0|267505
2036|101|INTERCOMPANY|147207|0|0|0|267505
2035|101|INTERFUNDS|1025607|0|0|0|267505
2034|101|AAA|8346|0|0|0|267505
2033|101|FIESTA Y MAS|6340|0|0|0|267505
2043|102|All Other Accounts|3308|0|0|0|267619
51088|101|STATE WITHHOLDING TAX PAYABLE|1360|0|0|0|463797
51091|102|All Other Accounts|0|0|0|0|463797
51090|101|UNION DUES CHECK OFF PAYABLE|2104|0|0|0|463797
51089|101|DUES ASSESSMENT PAYABLE|272|0|0|0|463797
49|101|BP CREDIT CARD|252|0|0|0|240756
52|102|All Other Accounts|0|0|0|0|240756
51|101|VISA CREDIT CARD|3100|0|0|0|240756
50|101|SPEEDWAY CREDIT CARD|112|0|0|0|240756
14|101|Federal Taxes Payable|1012|0|0|0|227525
25|102|All Other Accounts|0|0|0|0|227525
24|101|Deposit in Error|472|0|0|0|227525
23|101|PAC Dues Withheld Payable|42|0|0|0|227525
22|101|TARP Assessment Dues Withheld Payable|222|0|0|0|227525
21|101|Work Dues Withheld Payable|556|0|0|0|227525
20|101|Trust Liability|12121|0|0|0|227525
19|101|Federal Unemployment Taxes Payable|21|0|0|0|227525
18|101|State Taxes Withheld Payable|1814|0|0|0|227525
17|101|Medicare Payable|202|0|0|0|227525
16|101|401(k) Deduction Payable|1454|0|0|0|227525
15|101|Social Security Payable|866|0|0|0|227525
2261|101|KEY BANK CORPORATE CREDIT CARD|45|0|0|0|269291
2263|102|All Other Accounts|0|0|0|0|269291
2262|101|ACCOUNTS PAYABLE - FRONTIER|13477|0|0|0|269291
51005|101|VARIOUS|18351|0|0|0|463276
51006|102|All Other Accounts|0|0|0|0|463276
29|101|LIUNA LU & DC|5185|0|0|0|228895
30|102|All Other Accounts|21040|0|0|0|228895
51064|101|LIUNA PER CAPITA|14237|0|0|0|463647
51066|102|All Other Accounts|37262|0|0|0|463647
51065|101|ACTION ELECTRIC|12386|0|0|0|463647
34|101|ELIOT SEIDE - EXPENSE REIMBURSEMENT ESTIMATE|5000|0|5000|0|229128
35|102|All Other Accounts|68411|0|0|0|229128
29084|102|All Other Accounts|6236|0|0|0|373063
5784|101|VARIOUS ENTITIES|2279|0|0|0|277776
5786|102|All Other Accounts|0|0|0|0|277776
5785|101|PAYROLL PAYABLE|845|0|0|0|277776
