OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
18704|102|All Other Accounts|0|0|0|102452|333203
18840|101|Dues|0|0|0|49591|333710
18841|102|All Other Accounts|0|0|0|0|333710
18931|101|HOWARD BUSKIRK|0|713|0|713|334251
18933|102|All Other Accounts|0|0|0|0|334251
18932|101|RETURNED CHECK|0|0|0|123|334251
22530|102|All Other Accounts|0|0|0|183488|348993
23962|101|Dan McAlister|0|0|0|5947|350745
23963|102|All Other Accounts|0|0|0|0|350745
23414|102|All Other Accounts|0|0|0|30957|350295
23408|101|UNITE HERE National Retirement Fund|0|0|0|14099|350295
23413|101|UNITE HERE - Local 981|3092|663|0|6721|350295
23412|101|UNITE HERE - Local 84 Building Corporation|3021|26825|0|33740|350295
23411|101|UNITE HERE - International Office - New York, NY|3145|2041|0|43648|350295
23410|101|Sidney Hillman Health Centre|0|0|0|6415|350295
23409|101|Amalgamated Life & Health Insurance Company|0|0|0|6954|350295
25258|101|MET PRO|0|0|0|1574|358439
25255|101|AMERICAN HONDA|0|0|0|5229|358439
25257|101|CPV|0|0|0|420|358439
25256|101|LOWER BUCKS|0|0|0|3038|358439
25278|102|All Other Accounts|0|0|0|0|358439
25277|101|INT'L SUBSIDY|0|0|0|6333|358439
25276|101|INT'L REBATE PER CAPITA DECEMBER|0|0|0|4981|358439
25275|101|INT'L REBATE PER CAPITA NOVEMBER|0|0|0|4266|358439
25274|101|TOWNSHIP OF MEDFORD|0|0|0|687|358439
25273|101|WARMINSTER FIBERGLASS|0|0|0|387|358439
25272|101|BORO OF TAMAQUA|0|0|0|425|358439
25271|101|SPD SWITCHGEAR L3|0|0|0|899|358439
25270|101|SPD TECH L3|0|0|0|3580|358439
25269|101|HOLMAN FORD|0|0|0|1794|358439
25268|101|BRISTOL ALUMINUM|0|0|0|615|358439
25267|101|SPALDING|0|0|0|818|358439
25266|101|FREEDOM INTERNATIONAL|0|0|0|1341|358439
25265|101|FBF|0|0|0|808|358439
25264|101|WWD|0|0|0|575|358439
25263|101|RMP|0|0|0|544|358439
25262|101|BRIDON AMERICAN|0|0|0|6505|358439
25261|101|BORO OF BRISTOL|0|0|0|671|358439
25260|101|ASHLAND|0|0|0|1944|358439
25259|101|HUXLEY ENVELOPES|0|0|0|5030|358439
25437|101|NONE|0|0|0|0|361232
25438|102|All Other Accounts|0|0|0|0|361232
20188|102|All Other Accounts|0|0|0|0|337741
24713|102|All Other Accounts|32084|0|0|416858|351748
20116|101|NONE|0|0|0|0|337274
20117|102|All Other Accounts|729|17|4837|7571|337274
21969|102|All Other Accounts|0|0|0|75114|347833
20557|102|All Other Accounts|0|0|0|0|338990
21439|101|L&S SERVICES, LLC|0|0|0|11943|345227
21441|102|All Other Accounts|0|0|0|0|345227
21440|101|SHERE Health & Welfare Fund & Pension Fund- Reimbu|0|0|0|467|345227
23942|101|TRI-COUNTIES TRUSTS|0|0|0|70951|350708
23945|102|All Other Accounts|0|0|0|0|350708
23944|101|IBEW APPRENTICE AND TRAINING TRUST|0|0|0|305|350708
23943|101|IBEW BUILDING CORP.|0|0|0|750|350708
19462|102|All Other Accounts|0|0|0|12017|335074
21751|102|All Other Accounts|0|0|0|22636|347062
19340|101|NONE|0|0|0|0|334726
19341|102|All Other Accounts|126|3500|5476|7873|334726
18382|102|All Other Accounts|0|0|0|40732|330626
20481|101|VERIZON|0|0|0|125556|338782
20483|102|All Other Accounts|0|0|0|0|338782
20482|101|BLACK BOX|0|0|0|7013|338782
19348|102|All Other Accounts|0|0|0|137895|334763
28817|102|All Other Accounts|0|0|0|0|375169
24841|101|DUES RECEIVABLE FROM LOCALS|259926|0|0|259926|351866
24842|102|All Other Accounts|0|0|0|0|351866
21176|101||0|0|0|0|343301
21177|102|All Other Accounts|0|0|0|0|343301
20250|101|GRAPHIC DESIGN INC.|4349|15449|0|20885|337882
20246|101|CRESENT HEIGHTS LEGACY PLACE|5253|0|0|5253|337882
20249|101|GMAC MORTGAGE|7068|2828|0|12409|337882
20248|101|EXECUTIVE TOUR AND TRAVEL|0|7412|0|7412|337882
20247|101|HERMAN ASSOCIATES|0|5970|0|5970|337882
20212|101|NEW COVENANT TEACHERS ASSOCIATION|5799|0|0|7512|337882
20226|101|POUGHKEEPSIE PUBLIC SCHOOLS TEACHERS ASSOCIATION|17982|0|0|35611|337882
20225|101|COLD SPRING HARBOR TEACHERS ASSOCIATION|20107|0|0|29878|337882
20224|101|FEDERATION OF TEACHERS & ADMINISTRATION|14352|0|0|28748|337882
20223|101|DRYDEN FACULTY ASSOCIATION|18977|0|0|28465|337882
20222|101|BETHPAGE CONGRESS OF  TEACHERS|13931|0|0|25816|337882
20221|101|WAYNE-F L BOCES EMPLOYEES ASSOCIATION|12376|0|0|24842|337882
20220|101|RYE NECK TEACHERS ASSOCIATION|18435|0|0|24575|337882
20219|101|GREENBURGH FEDERATION #11|6343|0|0|11167|337882
20218|101|MORIAH TEACHERS ASSOCIATION|7409|0|0|11114|337882
20217|101|REHAB PROGRAMS EMPLOYEES ASSOCIATION|8285|0|0|10845|337882
20216|101|CAMPBELL-SAVONA TEACHERS ASSOCIATION|7135|0|0|10805|337882
20215|101|MONTICELLO SECRETARIES ASSOCIATION|9346|0|0|10334|337882
20214|101|ADIRONDACK COMM. COLLEGE EDUC. SUPPORT PERSONNEL|6568|0|0|8924|337882
20213|101|SPENCERPORT TRANSPORTATION ASSOCIATION|7488|0|0|8873|337882
20245|101|COUNTRYWIDE HOME LOANS|7068|0|0|8481|337882
20244|101|CITY UNIVERSITY OF NEW YORK|15140|15120|0|31516|337882
20243|101|CITE|1768|3695|0|5463|337882
20242|101|CHINA HOLIDAYS|0|5480|0|5480|337882
20241|101|BEECHWOOD ORGANIZATION|7869|0|0|10950|337882
20240|101|ALLIED HOME MORTGAGE CORPORATION|10728|0|0|15019|337882
20239|101|AJ ROSS CREATIVE MEDIA|10497|0|0|15052|337882
20238|101|AFT SUBSCRIPTION SERVICE|13571|189|0|19232|337882
20237|101|A TO Z MORTGAGE CORPORATION|0|6836|0|6836|337882
20236|101|UNITED STAFF ASSOCIATION OF NYU|0|627297|0|627297|337882
20235|101|ROCHESTER ASSOCIATION OF PARAPROFESSIONALS|0|24443|18000|24443|337882
20234|101|SPENCERPORT TEACHERS ASSOCIATION|0|7502|0|7502|337882
20233|101|NEWBURGH TEACHERS ASSOCIATION|111226|0|0|161226|337882
20232|101|UNITED COLLEGE EMPLOYEES OF FASHION INST. OF TECH.|56836|0|0|87673|337882
20231|101|ORANGE COUNTY BOCES TEACHERS ASSOCIATION|37711|0|0|56567|337882
20230|101|CONNETQUOT TEACHERS ASSOCIATION|27547|0|0|55071|337882
20229|101|AUBURN TEACHERS ASSOCIATION|35940|0|0|54106|337882
20228|101|CENTRAL ISLIP TEACHERS ASSOCIATION|21439|0|0|44785|337882
20227|101|TROY TEACHERS ASSOCIATION|19936|0|0|39653|337882
20262|102|All Other Accounts|296165|73373|0|12805288|337882
20261|101|WASHINGTON MUTUAL|0|14659|0|15117|337882
20260|101|THE UNIVERSITY OF WEST FLORIDA|0|6725|0|6725|337882
20259|101|THE MORTGAGE ZONE|8246|10994|0|19240|337882
20258|101|THE FUNDING DEPOT|4712|6832|0|11544|337882
20257|101|NATIONAL CASKETS|13518|0|0|13518|337882
20256|101|MUSEUM OF JEWISH HERITAGE|2744|2745|0|5489|337882
20255|101|MEDIA LOGIC|7763|5855|0|13617|337882
20254|101|LEXINGTON CAPITAL|0|20516|0|20516|337882
20253|101|KELLER WILLIAMS|2335|2971|0|5306|337882
20252|101|HOSPITAL FOR SPECIAL SURGERY|5497|0|0|6597|337882
20251|101|GRAYSTONE GROUP ADVERTISING|0|6109|0|6911|337882
20977|101|IBEW LOCAL 68|0|0|0|6690|341380
20978|102|All Other Accounts|0|0|0|15235|341380
29959|101|FICA TAXES REFUND RECEIVABLES|0|0|0|6725|381781
29960|102|All Other Accounts|0|0|0|0|381781
18972|102|All Other Accounts|0|0|0|2113412|334290
24733|101|BONDING CLAIM FOR 2002|0|16446|0|16446|351768
24734|102|All Other Accounts|0|0|0|0|351768
24540|101|NJ DOL Workforce Development (YTTW Exp. Reimb.)|34826|0|0|34826|351619
24543|102|All Other Accounts|0|0|0|0|351619
24542|101|UNITE HERE IU (Organizing Exp. Reimb.)|20274|3224|0|23498|351619
24541|101|Delinquent Dues (From Members)|5000|15000|0|20000|351619
22427|101|MEMBER DUES|0|0|0|46762|348829
22428|102|All Other Accounts|0|0|0|0|348829
18921|102|All Other Accounts|0|0|0|0|334235
25049|102|All Other Accounts|0|0|0|52747|355187
21154|102|All Other Accounts|0|0|0|0|343191
21153|101|US Postal Service UNION Dues|0|0|0|54903|343191
24338|102|All Other Accounts|0|0|0|0|351506
24337|101||0|0|0|0|351506
24385|102|All Other Accounts|0|0|0|0|351511
21729|101||0|0|0|0|346837
21730|102|All Other Accounts|0|0|0|0|346837
21328|102|All Other Accounts|0|0|0|50158|344405
17902|101|None|0|0|0|0|326915
17903|102|All Other Accounts|0|0|0|0|326915
22086|101|C VILLALOBOS|0|0|0|314|348384
22098|102|All Other Accounts|0|0|0|0|348384
22097|101|R HANNAH|0|0|0|157|348384
22096|101|M ROBINSON|0|0|0|59|348384
22095|101|P SWIATKOSKI|0|0|0|58|348384
22094|101|T LOBER|0|0|0|59|348384
22093|101|D RUIZ|0|0|0|59|348384
22092|101|L TAPIA|0|0|0|59|348384
22091|101|C MOLINA|0|0|0|157|348384
22090|101|A LALOWSKI|0|0|0|313|348384
22089|101|R SURPRISE|0|0|0|118|348384
22088|101|C OCHOA|0|0|0|118|348384
22087|101|R MANKE|0|0|0|157|348384
22142|101|NONE|0|0|0|0|348439
22143|102|All Other Accounts|0|0|0|0|348439
21324|101|EMPLOYER CONTRIBUTIONS RECEIVABLE|0|0|0|221130|344402
21325|102|All Other Accounts|0|0|0|0|344402
19514|101|NATIONAL ASSOCIATION OF LETTER CARRIERS|0|0|0|156250|335151
19515|102|All Other Accounts|0|0|0|0|335151
22883|102|All Other Accounts|0|0|0|232|349705
23532|102|All Other Accounts|0|0|0|0|350394
24860|101|Not applicable - no receivalbes|0|0|0|0|351884
24861|102|All Other Accounts|0|0|0|0|351884
21191|102|All Other Accounts|0|0|0|51092|343504
24219|101|NONE - CASH BASIS REPORTING|0|0|0|0|351214
24220|102|All Other Accounts|0|0|0|0|351214
23577|101||0|0|0|0|350458
23578|102|All Other Accounts|0|0|0|0|350458
21767|102|All Other Accounts|0|0|0|0|347116
21766|101|NALC|0|0|0|51835|347116
21696|101|NATIONAL ASSOCIATION OF LETTER CARRIERS|0|0|0|31916|346556
21697|102|All Other Accounts|0|0|0|0|346556
22872|102|All Other Accounts|949|0|0|949|349684
21752|101|None|0|0|0|0|347065
21753|102|All Other Accounts|0|0|0|0|347065
21851|101|NATIONAL ASSOCIATION OF LETTER CARRIERS|0|0|0|36678|347532
21852|102|All Other Accounts|0|0|0|0|347532
41872|101|American Income Life|1200|0|0|1200|436999
41873|102|All Other Accounts|0|0|0|0|436999
25972|101|AMERICAN POSTAL WORKERS UNION|0|0|0|35144|363650
25973|102|All Other Accounts|0|0|0|0|363650
21122|101|None|0|0|0|0|342613
21123|102|All Other Accounts|0|0|0|0|342613
24725|101|Cynthia Clifton|0|1200|0|1200|351753
24726|102|All Other Accounts|0|0|0|0|351753
18997|101|NONE|0|0|0|0|334384
18998|102|All Other Accounts|0|0|0|0|334384
19430|101|CARL CLEAVELAND|32|0|0|32|335020
19431|102|All Other Accounts|0|0|0|0|335020
36251|101|DUES RECEIVABLE|0|0|0|29716|413684
36253|102|All Other Accounts|0|0|0|0|413684
36252|101|REVENUE SHARING CONTRIBUTION|0|0|0|5682|413684
22631|101|VARIOUS CONTRACTORS-DECEMBER REPORTS RECEIVED 2008|0|0|0|246795|349147
22632|102|All Other Accounts|0|0|0|0|349147
22105|101|DUE FROM BUILDING CORP|0|0|0|1648|348401
22106|102|All Other Accounts|0|0|0|0|348401
18943|101|None|0|0|0|0|334266
18944|102|All Other Accounts|0|0|0|0|334266
22151|101|NONE|0|0|0|0|348447
22152|102|All Other Accounts|0|0|0|0|348447
28814|101||0|0|0|0|374945
28815|102|All Other Accounts|0|0|0|0|374945
21491|101|NATIONAL ASSOCIATION OF LETTER CARRIERS|0|0|0|18484|345626
21492|102|All Other Accounts|0|0|0|0|345626
25203|102|All Other Accounts|0|0|0|0|357904
25201|101|INTERNAL REVENUE SERVICE|0|0|0|3105|357904
25202|101|TSP SAVINGS|0|0|0|359|357904
21436|101|NATIONAL ASSOCIATION OF LETTER CARRIERS|45171|0|0|45171|345223
21437|102|All Other Accounts|0|0|0|0|345223
21043|101||0|0|0|0|342495
21044|102|All Other Accounts|0|0|0|19367|342495
24392|102|All Other Accounts|0|0|0|74117|351527
25699|101|NPHMU|0|0|0|96807|362005
25700|102|All Other Accounts|0|0|0|0|362005
24946|101|UNITED STATES TREASURY|0|0|0|47796|354084
24948|102|All Other Accounts|0|0|0|0|354084
24947|101|CALIFORNIA EMPLOYMENT DEVELOPMENT DEPARTMENT|0|0|0|11609|354084
20901|102|All Other Accounts|0|0|0|56490|339917
23396|101|NONE|0|0|0|0|350265
