OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
36308|102|All Other Accounts|0|0|0|1473|414021
33535|102|All Other Accounts|0|0|0|95698|401566
34412|101|Unon Dues Receivable|0|0|0|59126|403243
34413|102|All Other Accounts|0|0|0|0|403243
38916|102|All Other Accounts|0|0|0|187498|420084
38554|101|Amalgamated Bank of New York|0|0|0|11405|419658
38552|101|WORKERS UNITED-NY|57065|0|0|93933|419658
38553|101|Amalgamated Life Insurance Company|0|0|0|11931|419658
38558|102|All Other Accounts|0|0|0|22435|419658
38557|101|Local 1426 - Workers United|0|0|0|5039|419658
38556|101|Sidney Hillman Health Centre|0|0|0|10368|419658
38555|101|Amalgamated Life & Health Insurance Company|0|0|0|11230|419658
38970|101|INT'L REIMBURSEMENT OF LLP|0|0|0|30907|420155
38952|101|AMERICAN HONDA|2440|0|0|4880|420155
38969|101|WARMINSTER|0|0|0|560|420155
38968|101|BORO OF TAMAQUA|0|0|0|440|420155
38967|101|SPD SWITCHGEAR L3|0|0|0|1802|420155
38966|101|SPD TECH L3|0|0|0|4866|420155
38965|101|BRISTOL ALUMINUM|0|0|0|485|420155
38964|101|SPALDING|0|0|0|722|420155
38963|101|FREEDOM INT'L|0|0|0|1325|420155
38962|101|FBF|0|0|0|889|420155
38961|101|WWD|0|0|0|1104|420155
38960|101|RMP|0|0|0|510|420155
38959|101|BRIDON AMERICAN|0|0|0|14184|420155
38958|101|BORO OF BRISTOL|0|0|0|959|420155
38957|101|ASHLAND|0|0|0|1166|420155
38956|101|UNITED ENVELOP|0|0|0|10824|420155
38955|101|MET PRO|0|0|0|1120|420155
38954|101|CPV|0|0|0|441|420155
38953|101|LOWER BUCKS|0|0|0|6104|420155
38974|101|INT'L REBATE OF PER CAPITA (NOV)|0|0|0|2918|420155
38976|102|All Other Accounts|0|0|0|0|420155
38975|101|INT'L REBATE OF PER CAPITA (DEC)|0|0|0|2224|420155
38973|101|INT'L REBATE OF PER CAPITA (OCT)|0|0|0|2717|420155
38972|101|INT'L REBATE OF PER CAPITA (SEPT)|0|0|0|4216|420155
38971|101|WOMEN AGAINST ABUSE|0|0|0|922|420155
39992|102|All Other Accounts|0|0|0|268421|429204
33945|101|NONE|0|0|0|0|403012
33946|102|All Other Accounts|1876|532|5406|9938|403012
40199|101|Pacific Guradian Life Insurance (refund liability)|0|0|0|11544|431929
40200|102|All Other Accounts|0|0|0|999|431929
35605|102|All Other Accounts|0|0|0|61331|407450
35598|102|All Other Accounts|0|0|0|0|407432
37945|101|L&S Services , LLC|0|0|0|23556|418411
37946|102|All Other Accounts|0|0|0|0|418411
39371|102|All Other Accounts|0|0|0|1054|420717
39369|101|TRI COUNTIES ELECTRICAL WORKERS TRUST FUND|0|0|0|132196|420717
39370|101|INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS|0|0|0|52821|420717
34664|102|All Other Accounts|0|0|0|33032|403762
36109|102|All Other Accounts|86|184|0|42089|412099
33777|101|NONE|0|0|0|0|402581
33778|102|All Other Accounts|773|0|9734|8475|402581
39897|102|All Other Accounts|0|0|0|0|425631
33324|102|All Other Accounts|0|0|0|93992|400082
35844|102|All Other Accounts|0|0|0|210685|409438
33912|102|All Other Accounts|0|0|0|148796|402880
33288|102|All Other Accounts|0|0|0|7000|399735
36195|101|DUES RECEIVABLE FROM LOCALS|260247|0|0|260247|413068
36196|102|All Other Accounts|0|0|0|0|413068
36009|102|All Other Accounts|0|0|0|26673|410658
37519|101|DISTRICT COUNCIL 9|0|0|0|15464|417862
37521|102|All Other Accounts|0|0|0|37|417862
37520|101|UNITED STATES TREASURY|0|3533|0|3533|417862
35365|101|CW POST COLLEGE FEDERATION|14083|0|0|27975|406624
35334|101|PACE TRANSPORTATION|5476|0|0|5476|406624
35364|101|UNION @ COOPER UNION|20507|0|0|25037|406624
35363|101|MARCELLUS FACULTY ASSOCIATION|16674|0|0|24867|406624
35362|101|ADIRONDACK C.C. EDUCATION SUPPORT PROFESSIONALS|21651|0|0|24057|406624
35361|101|IROQUOIS FACULTY ASSOCIATION|11742|0|0|23483|406624
35360|101|WYANDANCH TEACHERS ASSOCIATION|14734|0|0|22260|406624
35353|101|SPENCERPORT TRANSPORTATION ASSOCIATION|15015|4051|0|20457|406624
35352|101|TEACHERS ASSOCIATION OF SAG HARBOR|7630|0|0|15399|406624
35351|101|CUSTODIAN ASSOCIATION OF ELMONT|13804|0|0|15359|406624
35350|101|TOMPKINS CORTLAND CC FACULTY ASSOCIATION|9382|0|0|14232|406624
35349|101|BAY SHORE PARAPROFESSIONAL ASSOCIATION|11170|0|0|13525|406624
35348|101|NEW HYDE PARK - GARDEN CITY PARK|6018|0|0|12416|406624
35347|101|MOUNT MARKHAM TEACHERS ASSOCIATION|5951|0|0|11901|406624
35346|101|ABILITIES FIRST EMPLOYEES ASSOCIATION|8274|0|0|11232|406624
35345|101|WYANDANCH ADMINISTRATIVE ASSOCIATION|9468|0|0|10810|406624
35344|101|UNITED EMPLOYEES OF VOORHEESVILLE UNION|7899|0|0|10484|406624
35343|101|LITTLE FLOWER TEACHERS ASSOCIATION|8643|0|0|10381|406624
35342|101|PROFESSIONAL STAFF ASSN OF SULLIVAN COUNTY CC|7299|0|0|10380|406624
35341|101|SHERMAN TEACHERS ASSOCIATION|6966|0|0|9288|406624
35340|101|BEEKMANTOWN SUPPORT STAFF ASSOCIATION|6002|0|0|9003|406624
35339|101|PINE VALLEY TEACHERS ASSOCIATION|5028|0|0|8935|406624
35338|101|HICKSVILLE SECRETARY ASSOCIATION|5518|0|0|8205|406624
35337|101|UNION OF MIDDLETOWN EMPLOYEES|5225|0|0|7948|406624
35336|101|OXFORD EDUCATIONAL SUPPORT PROFESSIONALS|5209|0|0|6935|406624
35335|101|GROVE STREET ACADEMY FACULTY ASSOCIATION|5739|0|0|6818|406624
35359|101|ICHABOD CRANE TEACHERS ASSOCIATION|10299|0|0|20599|406624
35358|101|TRANSPORTATION AIDES OF BUFFALO|14940|0|0|20592|406624
35357|101|OSSINING SUPPORT STAFF|13127|0|0|18774|406624
35356|101|BANK STREET PROFESSIONAL EMPLOYEES|13691|0|0|18192|406624
35355|101|RENSSELEAR-COLUMBIA-GREENE BOCES|8560|0|0|17278|406624
35354|101|PAWLING CONGRESS OF TEACHERS|8331|0|0|16661|406624
35387|102|All Other Accounts|489774|1024077|0|4561109|406624
35386|101|NY CITY TEACHER CENTER|7210|0|0|12991|406624
35385|101|ICC MORTGAGE SERVICES|0|5771|0|5771|406624
35384|101|ROCHESTER ASSOCIATION OF PARAPROFESSIONALS|0|0|6443|0|406624
35383|101|UNITED STAFF ASSOCIATION OF NYU|0|627297|0|627297|406624
35382|101|COMMUNITY COLLEGE OF WESTCHESTER|0|12291|0|12291|406624
35381|101|ELMIRA HEIGHTS EMPLOYEES SUPPORT STAFF ASSOCIATION|0|1944|0|1944|406624
35380|101|UNITED FEDERATION OF TEACHERS|3252894|0|0|7978584|406624
35379|101|PROFESSIONAL STAFF CONGRESS|466160|0|0|1223168|406624
35378|101|UNITED COLLEGE EMPLOYEES OF FASHION INSTITUTE|85376|0|0|130898|406624
35377|101|NEW ROCHELLE FEDERATION OF UNITED SCHOOL EMPLOYEES|64712|0|0|129218|406624
35376|101|UNTD CEREBRAL PALSY|71132|0|0|89707|406624
35375|101|MASSAPEQUA FEDERATION OF TEACHERS|34473|0|0|68554|406624
35374|101|OLEAN TEACHERS ASSOCIATION|47883|0|0|59861|406624
35373|101|ROCKLAND COMMUNITY COLLEGE FEDERATION OF TEACHERS|53833|0|0|59837|406624
35372|101|ORANGE COUNTY BOCES TEACHERS ASSOCIATION|24205|0|0|45333|406624
35371|101|EAST MEADOW TEACHERS ASSOCIATION|10609|0|0|44461|406624
35370|101|AUBURN TEACHERS ASSOCIATION|21832|0|0|41916|406624
35369|101|WATERTOWN EDUCATION ASSOCIATION|16386|0|0|32772|406624
35368|101|CHAMPLAIN VALLEY EDUCATION SUPPORT|21172|0|0|31758|406624
35367|101|UNION SCHOOL WORKERS OF MAHOPAC|24236|0|0|28346|406624
35366|101|AMITYVILLE TEACHERS ASSOCIATION|14665|0|0|28230|406624
35782|102|All Other Accounts|0|0|0|29331|408698
35977|101|2009 Federal FUTA tax overpayment|0|0|0|572|410496
35978|102|All Other Accounts|0|0|0|0|410496
34405|102|All Other Accounts|0|0|0|1734447|403212
39918|101|BONDING CLAIM FOR 2002|0|16446|0|16446|426263
39919|102|All Other Accounts|0|0|0|0|426263
39160|101|UNITE HERE IU|53379|80701|0|134080|420526
39163|102|All Other Accounts|0|0|0|0|420526
39162|101|Delinquent Dues (from Members)|5000|15000|0|20000|420526
39161|101|YTTW (DOL Youth Transition to Work) Grant|15129|0|0|15129|420526
36272|101|Members dues|0|6868|0|27498|413729
36273|102|All Other Accounts|0|0|0|0|413729
36292|101|US Postal Service Union Dues|0|0|0|50762|413926
36293|102|All Other Accounts|0|0|0|0|413926
36771|102|All Other Accounts|0|0|0|623|415828
38514|102|All Other Accounts|0|0|0|0|419592
36953|102|All Other Accounts|0|0|0|40740|416897
33048|101|None|0|0|0|0|393920
33049|102|All Other Accounts|0|0|0|0|393920
37541|101|EMPLOYEE ADVANCE|0|0|0|291|417884
37542|102|All Other Accounts|0|0|0|0|417884
35842|101|TSP Reimbursement Receivable|2514|0|0|2514|409320
35843|102|All Other Accounts|0|0|0|0|409320
33536|102|All Other Accounts|0|0|0|0|401567
